StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Survey Information,Brand trust_1,Brand trust_2,Brand trust_3,Brand trust_4,scarcity credibility_1,scarcity credibility_2,scarcity credibility_3,scarcity credibility_4,scarcity credibility_5,Socialproof credibil_1,Socialproof credibil_2,Socialproof credibil_3,Socialproof credibil_4,Socialproof credibil_5,Purchase intention_1,Purchase intention_2,Purchase intention_3,Purchase intention_4,Purchase intention_5,Age,Gender,Product familiarity,Q_RecaptchaStatus,Q_RecaptchaError,Q_BallotBoxStuffing,Q_TerminateFlag,cue_type,condition,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions
2026-05-27 07:19:02,2026-05-27 07:20:00,0,100,57,1,2026-05-27 07:20:00,R_2DOyMWHil6gwm2h,anonymous,EN,1,1,1,1,1,4,,,,,,1,2,2,3,4,4,3,2,1,7,4,3,7,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-27 07:22:19,2026-05-27 07:29:33,0,100,434,1,2026-05-27 07:29:34,R_8geIKN6D2xiHSmS,anonymous,EN,1,1,4,4,4,3,1,1,5,1,7,,,,,,1,1,1,1,1,1,2,2,complete,,,Complete,scarcity,lowtrust_scarcity,1,0.3333333333333333,QID16
2026-05-27 06:41:04,2026-05-27 06:41:30,0,58,26,0,2026-05-27 07:41:36,R_8DUv2K1Dmkv5PRg,qr,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,lowtrust_scarcity,0,0,
2026-05-27 06:41:07,2026-05-27 06:42:01,0,47,54,0,2026-05-27 07:42:07,R_2W7jadAoEjZm9zP,qr,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,hightrust_scarcity,0,0,
2026-05-27 06:40:49,2026-05-27 06:42:13,0,58,83,0,2026-05-27 07:42:18,R_2382VYBE1kKumop,qr,EN,,1,,,,,,,,,,,,,,,,,,,,,,,error,timeout,,,social_proof,lowtrust_socialproof,0,0,
2026-05-27 07:55:07,2026-05-27 07:55:46,0,58,39,0,2026-05-27 08:55:47,R_8LjRb6xOB2GaxZu,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,hightrust_scarcity,0,0,
2026-05-27 09:43:55,2026-05-27 09:47:17,0,100,202,1,2026-05-27 09:47:18,R_2Ne3vKWWOZwvlWt,anonymous,EN,1,1,6,6,6,6,,,,,,6,7,6,6,7,6,6,5,6,6,1,2,7,complete,,,Complete,social_proof,hightrust_socialproof,1,0.3333333333333333,QID10
2026-05-27 10:30:47,2026-05-27 10:35:09,0,100,261,1,2026-05-27 10:35:10,R_5IlpKjcEeVZuZdT,anonymous,EN,1,1,6,4,6,4,,,,,,6,6,6,6,7,5,3,5,6,5,1,2,6,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-27 11:24:51,2026-05-27 11:34:52,0,100,600,1,2026-05-27 11:34:52,R_2R3lVWNgkffmjkr,qr,EN,1,1,4,4,4,5,,,,,,5,5,4,4,4,7,4,1,7,7,5,1,4,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-27 13:06:11,2026-05-27 13:08:21,0,100,130,1,2026-05-27 13:08:22,R_1iX8Tk3sSPdteV4,anonymous,EN,0.5,1,4,4,4,5,3,3,2,4,7,,,,,,4,3,4,3,3,1,2,5,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-27 13:27:33,2026-05-27 13:29:22,0,100,109,1,2026-05-27 13:29:23,R_2TFt5iKJO2C5RiZ,anonymous,EN,0.8999999761581421,1,3,3,3,3,4,5,4,4,7,,,,,,2,1,2,2,2,1,1,7,complete,,,Complete,scarcity,lowtrust_scarcity,1,0.3333333333333333,QID10
2026-05-27 14:35:03,2026-05-27 14:42:39,0,100,455,1,2026-05-27 14:42:40,R_2C7TOIdZnJA3QWs,anonymous,EN,1,1,4,3,4,3,2,4,2,2,7,,,,,,4,3,4,3,3,2,1,5,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-27 15:01:40,2026-05-27 15:06:13,0,100,272,1,2026-05-27 15:06:13,R_2D7q1KEwsYBavaK,anonymous,EN,1,1,4,5,5,5,,,,,,6,5,5,5,7,3,3,2,2,3,4,1,7,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-27 15:35:52,2026-05-27 15:39:11,0,100,198,1,2026-05-27 15:39:11,R_220IXSJZ09E7Npn,anonymous,EN,0.800000011920929,1,6,4,6,5,,,,,,6,5,6,5,7,6,5,5,5,6,1,2,5,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-27 23:24:27,2026-05-27 23:25:30,0,58,63,0,2026-05-28 00:25:35,R_27WhYgY6VNcp4Q0,anonymous,EN,0.699999988079071,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,lowtrust_scarcity,0,0,
2026-05-28 02:48:26,2026-05-28 02:51:14,0,100,167,1,2026-05-28 02:51:14,R_2DsHabQoyKjjbJD,anonymous,EN,0.8999999761581421,1,2,2,2,2,2,2,2,2,7,,,,,,2,2,4,6,6,4,2,5,complete,,,Complete,scarcity,lowtrust_scarcity,1,0.3333333333333333,QID10
2026-05-28 06:50:55,2026-05-28 06:53:47,0,100,171,1,2026-05-28 06:53:47,R_2U6rWT1BkQEDvfE,qr,EN,1,1,4,3,3,3,,,,,,4,3,4,3,7,5,5,6,5,5,3,4,6,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-28 06:54:14,2026-05-28 06:59:00,0,100,286,1,2026-05-28 06:59:01,R_2friHrU2wngZBkZ,qr,EN,1,1,3,3,3,3,1,1,1,1,1,,,,,,1,1,1,1,1,5,2,4,complete,,,Complete,scarcity,hightrust_scarcity,3,1,"QID10,QID11,QID16"
2026-05-28 08:30:55,2026-05-28 08:32:46,0,100,110,1,2026-05-28 08:32:46,R_846JTHCKCtkJh71,anonymous,EN,0.8999999761581421,1,6,5,6,6,,,,,,6,6,6,6,7,6,2,4,4,4,1,2,4,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-28 08:30:38,2026-05-28 08:33:13,0,100,155,1,2026-05-28 08:33:13,R_8qptpwC7y7Ab7N8,anonymous,EN,0.8999999761581421,1,3,3,3,3,2,2,2,2,7,,,,,,2,2,2,2,2,5,1,6,complete,,,Complete,scarcity,lowtrust_scarcity,2,0.6666666666666666,"QID10,QID16"
2026-05-28 08:35:53,2026-05-28 08:39:16,0,100,202,1,2026-05-28 08:39:16,R_2YXSSb3TyVjkk48,anonymous,EN,0.800000011920929,1,6,6,5,6,,,,,,6,6,5,6,7,6,5,5,5,5,1,2,4,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-28 08:40:42,2026-05-28 08:44:41,0,100,239,1,2026-05-28 08:44:41,R_2ThcqOjF5ts6RJD,anonymous,EN,0.8999999761581421,1,6,4,5,6,4,5,4,5,7,,,,,,5,2,2,4,4,1,2,7,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-28 08:46:32,2026-05-28 08:48:21,0,100,108,1,2026-05-28 08:48:21,R_2QQX4g5nUFod0xr,anonymous,EN,1,1,2,1,3,1,,,,,,2,3,5,5,7,2,2,1,2,1,1,2,7,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-28 07:56:18,2026-05-28 07:57:03,0,58,44,0,2026-05-28 08:57:04,R_2n9xTUoqAKFTr4l,qr,EN,0.800000011920929,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,lowtrust_socialproof,0,0,
2026-05-28 08:11:58,2026-05-28 08:12:10,0,58,12,0,2026-05-28 09:12:14,R_83yiFD4Z1MMU26l,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,hightrust_scarcity,0,0,
2026-05-28 09:14:02,2026-05-28 09:17:28,0,100,206,1,2026-05-28 09:17:29,R_2ro98CtoABYoTgf,anonymous,EN,1,1,3,2,2,3,3,3,2,2,7,,,,,,3,5,6,6,6,2,1,3,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-28 09:15:22,2026-05-28 09:19:00,0,100,218,1,2026-05-28 09:19:01,R_2eh4qEaqdVEUgnD,anonymous,EN,1,1,6,6,7,5,,,,,,4,5,5,6,7,6,6,5,6,6,1,2,5,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-28 09:16:54,2026-05-28 09:20:51,0,100,236,1,2026-05-28 09:20:51,R_82RzGD39A2ztQ1p,anonymous,EN,0.800000011920929,1,3,3,4,5,2,3,3,4,7,,,,,,5,3,2,4,4,1,2,5,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-28 09:21:11,2026-05-28 09:22:41,0,100,89,1,2026-05-28 09:22:41,R_8LhZA80eJWOzkGd,anonymous,EN,0.8999999761581421,1,3,3,4,4,,,,,,6,5,5,5,7,5,4,4,4,5,1,2,7,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-28 09:31:47,2026-05-28 09:33:15,0,100,88,1,2026-05-28 09:33:16,R_87jvmnKwA4Ay7nP,anonymous,EN,0.8999999761581421,1,5,5,3,5,5,5,6,6,7,,,,,,4,3,3,4,5,1,2,5,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-28 09:30:44,2026-05-28 09:36:24,0,100,340,1,2026-05-28 09:36:25,R_2PdmJwn1Cw0lMTR,anonymous,EN,0.8999999761581421,1,5,5,5,4,,,,,,4,4,4,4,7,3,3,3,3,4,2,1,6,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-28 09:43:54,2026-05-28 09:46:11,0,100,137,1,2026-05-28 09:46:11,R_8r5ZZQy5ITx2peF,anonymous,EN,0.8999999761581421,1,5,4,5,6,,,,,,5,6,6,5,7,3,3,3,3,3,1,2,5,complete,,,Complete,social_proof,hightrust_socialproof,1,0.3333333333333333,QID16
2026-05-28 09:48:30,2026-05-28 09:50:03,0,100,92,1,2026-05-28 09:50:03,R_2D0aKwVGOnZpFXh,anonymous,EN,0.8999999761581421,1,5,5,5,5,4,5,4,5,4,,,,,,5,5,5,5,5,1,2,7,complete,,,Complete,scarcity,hightrust_scarcity,2,0.6666666666666666,"QID10,QID16"
2026-05-28 09:48:57,2026-05-28 09:51:31,0,100,154,1,2026-05-28 09:51:32,R_8eDxjv7kXfbI5Ph,anonymous,EN,0.800000011920929,1,5,4,5,5,,,,,,2,2,2,2,7,4,3,3,3,3,1,2,4,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-28 09:54:05,2026-05-28 09:56:20,0,100,135,1,2026-05-28 09:56:21,R_20qiWLNhzbi9EfN,anonymous,EN,0.8999999761581421,1,5,4,5,5,3,2,3,3,7,,,,,,5,5,4,4,5,1,2,7,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-28 10:13:44,2026-05-28 10:16:58,0,100,193,1,2026-05-28 10:16:58,R_21Km3FmV2L6FtK0,anonymous,EN,1,1,5,6,5,6,3,4,3,3,7,,,,,,5,3,4,4,5,1,2,4,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-28 10:55:10,2026-05-28 10:57:11,0,100,120,1,2026-05-28 10:57:12,R_8lmXe8dVrvzDQab,anonymous,EN,0.8999999761581421,1,5,4,4,5,4,5,5,4,7,,,,,,5,4,4,4,4,1,2,7,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-28 10:12:26,2026-05-28 10:13:32,0,63,66,0,2026-05-28 11:13:36,R_2tAuWyw4s8RAg7q,anonymous,EN,0.8999999761581421,1,4,4,4,4,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,hightrust_socialproof,1,1,QID10
2026-05-28 10:14:49,2026-05-28 10:15:27,0,58,37,0,2026-05-28 11:15:33,R_25GX1JXG4kXb3gl,anonymous,EN,0.5,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,lowtrust_socialproof,0,0,
2026-05-28 11:30:40,2026-05-28 11:33:28,0,100,168,1,2026-05-28 11:33:28,R_8zLOljHpqvBgPwi,anonymous,EN,0.8999999761581421,1,6,4,5,5,3,2,2,2,7,,,,,,5,4,4,5,5,1,2,7,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-28 11:31:04,2026-05-28 11:34:45,0,100,220,1,2026-05-28 11:34:45,R_8hEeDCxZkJMPp5w,anonymous,EN,0.8999999761581421,1,3,4,3,3,1,5,1,2,7,,,,,,2,2,1,3,1,1,2,3,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-28 12:23:04,2026-05-28 12:25:59,0,100,174,1,2026-05-28 12:25:59,R_8EtxHk3RVknwMJ7,anonymous,EN,0.800000011920929,1,6,6,6,6,,,,,,6,6,5,5,7,6,5,5,5,5,4,2,5,complete,,,Complete,social_proof,lowtrust_socialproof,1,0.3333333333333333,QID10
2026-05-28 11:27:41,2026-05-28 11:29:20,0,58,98,0,2026-05-28 12:29:22,R_8azAAvfcnyMJceR,anonymous,EN,0.8999999761581421,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,hightrust_socialproof,0,0,
2026-05-28 12:38:34,2026-05-28 12:41:33,0,100,179,1,2026-05-28 12:41:34,R_2zYEfUBNlkTPmpN,anonymous,EN,0.800000011920929,1,4,1,4,4,1,1,1,1,7,,,,,,1,1,1,1,1,5,1,6,complete,,,Complete,scarcity,hightrust_scarcity,1,0.3333333333333333,QID16
2026-05-28 13:28:04,2026-05-28 13:35:53,0,100,468,1,2026-05-28 13:35:53,R_81jofNpCV8vlT0h,anonymous,EN,1,1,3,3,3,3,2,2,2,2,7,,,,,,1,1,1,1,1,4,1,2,complete,,,Complete,scarcity,lowtrust_scarcity,2,0.6666666666666666,"QID10,QID16"
2026-05-28 13:28:13,2026-05-28 13:32:12,0,74,239,0,2026-05-28 14:32:18,R_294THwKe6xYKSNf,anonymous,EN,0.8999999761581421,1,4,4,4,4,,,,,,5,5,5,4,7,,,,,,,,,complete,,,,social_proof,lowtrust_socialproof,1,0.5,QID10
2026-05-28 13:32:51,2026-05-28 13:33:54,0,47,62,0,2026-05-28 14:33:55,R_8tsQLHMO3rqFLJT,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,hightrust_socialproof,0,0,
2026-05-28 13:52:34,2026-05-28 13:52:47,0,58,13,0,2026-05-28 14:52:48,R_8NfV74ChgXo3Ele,anonymous,EN,0.800000011920929,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,hightrust_socialproof,0,0,
2026-05-28 15:08:43,2026-05-28 15:09:58,0,100,75,1,2026-05-28 15:09:59,R_2TvqVO9BDavYn69,anonymous,EN,1,1,3,4,3,4,,,,,,4,4,4,4,4,4,4,4,4,4,1,2,2,complete,,,Complete,social_proof,lowtrust_socialproof,2,0.6666666666666666,"QID16,QID30"
2026-05-28 14:25:54,2026-05-28 14:28:01,0,58,127,0,2026-05-28 15:28:03,R_8JxCXsfUCpslEsy,anonymous,EN,0.5,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,lowtrust_scarcity,0,0,
2026-05-28 14:49:11,2026-05-28 14:50:21,0,74,69,0,2026-05-28 15:50:25,R_8PXQcRfmVBp9kqd,anonymous,EN,0.800000011920929,1,4,3,4,5,1,3,2,4,7,,,,,,,,,,,,,,complete,,,,scarcity,hightrust_scarcity,0,0,
2026-05-28 23:21:47,2026-05-28 23:25:02,0,100,195,1,2026-05-28 23:25:02,R_8qJrBN9hmQy1SBE,anonymous,EN,1,1,5,4,5,5,3,3,1,2,7,,,,,,4,4,5,4,5,1,1,7,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-28 23:20:24,2026-05-28 23:21:14,0,58,49,0,2026-05-29 00:21:18,R_8FUTqpBraYyVSKS,anonymous,EN,0.800000011920929,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,lowtrust_socialproof,0,0,
2026-05-29 02:23:11,2026-05-29 02:27:29,0,100,258,1,2026-05-29 02:27:30,R_8HccojE1doBksXy,anonymous,EN,1,1,6,4,6,6,,,,,,4,4,4,5,7,4,4,3,4,3,3,2,2,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-29 03:18:03,2026-05-29 03:22:17,0,100,253,1,2026-05-29 03:22:18,R_2K8gTrnREJKgAgV,anonymous,EN,0.800000011920929,1,5,4,5,4,4,4,5,4,7,,,,,,6,5,3,5,5,1,1,3,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-29 03:20:43,2026-05-29 03:26:48,0,100,364,1,2026-05-29 03:26:49,R_8iJtwxyjJbZoKsi,anonymous,EN,0.800000011920929,1,4,4,4,4,3,3,3,2,4,,,,,,5,6,3,5,3,4,1,7,complete,,,Complete,scarcity,hightrust_scarcity,1,0.3333333333333333,QID10
2026-05-29 03:37:03,2026-05-29 03:40:14,0,100,190,1,2026-05-29 03:40:14,R_2mfVHigZJKJTSzk,anonymous,EN,0.800000011920929,1,6,6,4,5,,,,,,6,6,5,6,7,4,4,3,4,4,1,2,5,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-29 03:55:14,2026-05-29 04:02:53,0,100,458,1,2026-05-29 04:02:53,R_2rTs1i87vrCDnmg,anonymous,EN,1,1,5,3,6,5,1,2,2,5,7,,,,,,4,4,2,4,4,1,2,2,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-29 04:05:04,2026-05-29 04:07:10,0,100,126,1,2026-05-29 04:07:10,R_837crzHToSG1K2r,anonymous,EN,0.8999999761581421,1,4,4,4,4,2,2,2,2,7,,,,,,3,3,3,3,3,4,2,7,complete,,,Complete,scarcity,lowtrust_scarcity,2,0.6666666666666666,"QID10,QID16"
2026-05-29 03:30:13,2026-05-29 04:14:52,0,100,2679,1,2026-05-29 04:14:53,R_8nxCwiTZ6diI2Jl,anonymous,EN,1,1,3,4,3,3,4,4,3,4,7,,,,,,4,4,5,4,4,1,1,2,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-29 03:34:21,2026-05-29 03:35:01,0,58,40,0,2026-05-29 04:35:05,R_8xLxuSNBmq4m9BD,anonymous,EN,0.8999999761581421,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,lowtrust_socialproof,0,0,
2026-05-29 04:38:15,2026-05-29 04:41:53,0,100,217,1,2026-05-29 04:41:53,R_80IrMtFHsK5ho2J,anonymous,EN,1,1,5,4,6,5,,,,,,4,5,5,5,7,6,6,5,5,5,1,2,3,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-29 04:42:37,2026-05-29 04:43:56,0,100,78,1,2026-05-29 04:43:56,R_2hRvqcrCzsRBq5B,anonymous,EN,1,1,4,4,5,6,4,5,2,4,7,,,,,,5,3,6,5,5,1,2,6,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-29 04:42:30,2026-05-29 04:44:18,0,100,108,1,2026-05-29 04:44:19,R_8BrMoFCpKEgGIfp,qr,EN,1,1,6,4,4,5,,,,,,4,5,4,4,7,5,4,4,4,4,2,2,5,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-29 04:49:46,2026-05-29 04:51:32,0,100,106,1,2026-05-29 04:51:32,R_2fPOPY9h6qZbj2z,anonymous,EN,1,1,2,2,1,2,,,,,,2,3,2,2,7,3,3,2,2,2,1,2,4,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-29 04:52:31,2026-05-29 04:53:51,0,100,80,1,2026-05-29 04:53:51,R_2738xriytIWsKVS,anonymous,EN,1,1,2,2,1,2,2,2,2,3,7,,,,,,1,1,3,2,1,1,2,5,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-29 05:02:54,2026-05-29 05:05:37,0,100,163,1,2026-05-29 05:05:38,R_2plBulYEStoIV1q,anonymous,EN,1,1,7,4,6,7,,,,,,7,7,6,7,7,6,6,6,6,6,1,1,7,complete,,,Complete,social_proof,hightrust_socialproof,1,0.3333333333333333,QID16
2026-05-29 05:11:43,2026-05-29 05:14:28,0,100,164,1,2026-05-29 05:14:29,R_2FWlqvjsDg6usO4,anonymous,EN,1,1,6,4,6,6,,,,,,6,6,6,6,7,6,6,6,6,6,1,1,3,complete,,,Complete,social_proof,lowtrust_socialproof,1,0.3333333333333333,QID16
2026-05-29 05:23:25,2026-05-29 05:27:01,0,100,215,1,2026-05-29 05:27:01,R_2f8RRvrBBHYxRrr,anonymous,EN,1,1,3,1,4,3,3,3,2,2,7,,,,,,4,2,2,2,2,1,4,2,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-29 03:57:57,2026-05-29 04:32:53,0,63,2096,0,2026-05-29 05:32:54,R_8jGouGvhiL03rJT,anonymous,EN,0.800000011920929,1,1,1,1,1,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,lowtrust_socialproof,1,1,QID10
2026-05-29 05:44:55,2026-05-29 05:47:36,0,100,161,1,2026-05-29 05:47:36,R_8KyhKmgSM3rnJdR,anonymous,EN,0.8999999761581421,1,1,1,1,1,,,,,,2,5,2,2,7,2,2,2,2,2,1,2,2,complete,,,Complete,social_proof,hightrust_socialproof,2,0.6666666666666666,"QID10,QID16"
2026-05-29 05:46:43,2026-05-29 05:48:41,0,100,118,1,2026-05-29 05:48:42,R_2cpYNuprgUPaiAu,anonymous,EN,1,1,5,4,5,5,,,,,,6,6,6,6,7,6,7,6,6,7,1,1,7,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-29 05:58:06,2026-05-29 06:00:02,0,100,116,1,2026-05-29 06:00:03,R_8DMi0C7yX52a5wt,anonymous,EN,1,1,3,3,4,4,5,6,5,5,5,,,,,,5,5,5,5,5,1,2,3,complete,,,Complete,scarcity,hightrust_scarcity,1,0.3333333333333333,QID16
2026-05-29 05:17:35,2026-05-29 05:21:23,0,74,227,0,2026-05-29 06:21:25,R_27v5HbNUyyfpQfU,anonymous,EN,1,1,5,3,4,5,1,2,2,2,7,,,,,,,,,,,,,,complete,,,,scarcity,hightrust_scarcity,0,0,
2026-05-29 06:23:37,2026-05-29 06:27:28,0,100,230,1,2026-05-29 06:27:28,R_8k4EdInDtwdfiv7,anonymous,EN,1,1,6,4,5,5,,,,,,4,4,4,4,4,5,5,5,5,5,4,2,5,complete,,,Complete,social_proof,hightrust_socialproof,2,0.6666666666666666,"QID16,QID30"
2026-05-29 05:30:54,2026-05-29 05:32:35,0,58,101,0,2026-05-29 06:32:36,R_8UI4m6aWLlmcBwt,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,lowtrust_scarcity,0,0,
2026-05-29 06:44:25,2026-05-29 06:46:28,0,100,123,1,2026-05-29 06:46:29,R_8BRECiHxy11wMxy,anonymous,EN,1,1,2,1,1,3,2,2,2,1,7,,,,,,2,1,2,1,2,3,1,1,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-29 06:45:28,2026-05-29 06:48:45,0,100,197,1,2026-05-29 06:48:46,R_2UmHeBX1LqPrTyx,anonymous,EN,1,1,6,6,5,6,,,,,,7,6,6,6,7,5,5,3,4,3,1,1,5,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-29 07:58:27,2026-05-29 08:02:14,0,100,227,1,2026-05-29 08:02:15,R_2jPyZ2pts6ySSdm,anonymous,EN,1,1,2,2,2,2,2,2,2,2,7,,,,,,1,1,1,1,1,5,2,5,complete,,,Complete,scarcity,lowtrust_scarcity,2,0.6666666666666666,"QID10,QID16"
2026-05-29 08:04:28,2026-05-29 08:14:23,0,100,595,1,2026-05-29 08:14:24,R_8EawWTLqAghSxeJ,anonymous,EN,0.8999999761581421,1,5,4,4,5,,,,,,5,5,5,5,7,2,1,3,3,5,6,2,6,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-29 09:46:40,2026-05-29 09:48:41,0,100,120,1,2026-05-29 09:48:41,R_8IXG32CVLBLhCh2,anonymous,EN,1,1,4,5,4,4,5,6,6,6,7,,,,,,2,2,3,4,2,1,2,7,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-29 11:14:38,2026-05-29 11:16:58,0,100,139,1,2026-05-29 11:16:59,R_8rHdPfMhMQnbxmq,anonymous,EN,1,1,5,5,5,4,,,,,,6,6,6,6,7,6,6,6,6,6,1,2,6,complete,,,Complete,social_proof,lowtrust_socialproof,1,0.3333333333333333,QID16
2026-05-29 12:15:10,2026-05-29 12:18:51,0,100,221,1,2026-05-29 12:18:51,R_2COw9VjJAhOoAdw,anonymous,EN,1,1,6,6,6,6,3,3,3,3,7,,,,,,6,6,6,6,6,4,2,7,complete,,,Complete,scarcity,lowtrust_scarcity,2,0.6666666666666666,"QID10,QID16"
2026-05-29 12:32:54,2026-05-29 12:35:17,0,100,142,1,2026-05-29 12:35:18,R_2B5Jj4AToAp0J5B,qr,EN,1,1,5,5,4,6,,,,,,5,5,4,6,7,3,2,2,2,3,1,2,5,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-29 12:31:47,2026-05-29 12:37:41,0,100,353,1,2026-05-29 12:37:41,R_8iqxI7tprYYZEq2,qr,EN,0.800000011920929,1,3,4,3,3,5,5,5,5,4,,,,,,4,4,4,4,4,4,1,7,complete,,,Complete,scarcity,hightrust_scarcity,1,0.3333333333333333,QID16
2026-05-29 12:37:50,2026-05-29 12:39:40,0,100,110,1,2026-05-29 12:39:41,R_807xvtWSAFvlevM,anonymous,EN,0.800000011920929,1,3,3,3,3,2,1,1,1,7,,,,,,2,2,2,2,2,3,2,7,complete,,,Complete,scarcity,lowtrust_scarcity,2,0.6666666666666666,"QID10,QID16"
2026-05-29 12:38:34,2026-05-29 12:40:44,0,100,129,1,2026-05-29 12:40:44,R_8NwSgGFEIIplu4O,qr,EN,1,1,5,4,4,4,,,,,,4,4,4,4,7,6,2,3,5,5,1,2,7,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-29 12:54:34,2026-05-29 12:58:18,0,100,224,1,2026-05-29 12:58:19,R_8XonI2MEYMmyO3v,qr,EN,1,1,5,5,4,5,,,,,,5,5,4,5,7,5,6,5,5,5,2,2,6,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-29 13:10:13,2026-05-29 13:17:37,0,100,443,1,2026-05-29 13:17:37,R_2C4DUOtlOWCWYud,anonymous,EN,0.8999999761581421,1,4,2,4,4,5,6,3,5,7,,,,,,3,4,2,4,3,3,1,5,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-29 12:23:52,2026-05-29 12:24:56,0,58,64,0,2026-05-29 13:24:57,R_2MlADFaP9Y92LBv,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,lowtrust_socialproof,0,0,
2026-05-29 13:30:04,2026-05-29 13:38:28,0,100,504,1,2026-05-29 13:38:29,R_2M8PcUS8HV9mXSh,qr,EN,1,1,3,2,2,2,2,2,2,2,2,,,,,,2,2,1,1,1,5,1,6,complete,,,Complete,scarcity,lowtrust_scarcity,1,0.3333333333333333,QID11
2026-05-29 14:28:21,2026-05-29 14:33:19,0,100,298,1,2026-05-29 14:33:20,R_2dAoKbRozIzAuMu,anonymous,EN,1,1,2,3,3,4,,,,,,2,2,3,3,7,2,2,2,2,2,3,2,4,complete,,,Complete,social_proof,lowtrust_socialproof,1,0.3333333333333333,QID16
